Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
27,Q816,Q256 SPED - QUEENS,SCA CIP,SANDY: INTERIOR/HEAT/ELEC/FLOOD/MULTI-PURPOSE/PLAY,"CM, F&E",PNS,PNS,PNS,PNS,647189,647189,"$113,282.00 ","DSF: 0000792133, 0000792135, 0000798629, 0000798630, 0000798631, 0000798632, 0000799930"
27,Q816,Q256 SPED - QUEENS,Fast Track Projects,EMERGENCY PROTECTIVE MEASURES - HURRICANE SANDY,Construction,In-Progress,10/31/2012,FTK,,FTK,2715450,"$2,660,626.00 ",DSF: 0000023477
27,Q884,P.S. 65 - QUEENS,DIIT - RESOA,FY15 RESO A TECHNOLOGY,Purch & Install,Complete,6/8/2015,6/30/2015,8/3/2015,100000,99000,"$99,000.00 ",DSF: 0000800937
27,Q907,P.S. 43 - QUEENS,SCA CIP,SANDY INTERIOR SPACES/SANDY FLOOD ELIMINATION,Scope,Complete,8/11/2014,12/29/2014,9/8/2014,52805,57352,"$43,709.00 ","DSF: 0000800331, 0000800332"
27,Q907,P.S. 43 - QUEENS,SCA CIP,SANDY INTERIOR SPACES/SANDY FLOOD ELIMINATION,Design,Complete,9/8/2014,6/11/2015,12/2/2014,203158,170377,"$151,830.00 ","DSF: 0000800331, 0000800332"
27,Q907,P.S. 43 - QUEENS,SCA CIP,SANDY INTERIOR SPACES/SANDY FLOOD ELIMINATION,Construction,In-Progress,2/25/2015,5/19/2016,,3705857,3334552,"$737,173.00 ","DSF: 0000800331, 0000800332"
27,Q907,P.S. 43 - QUEENS,SCA CIP,SANDY INTERIOR SPACES/SANDY FLOOD ELIMINATION,"CM, F&E",In-Progress,2/25/2015,5/19/2016,,264845,85288,"$85,171.00 ","DSF: 0000800331, 0000800332"
27,Q907,P.S. 43 - QUEENS,Fast Track Projects,EMERGENCY PROTECTIVE MEASURES - HURRICANE SANDY,Construction,In-Progress,10/31/2012,FTK,,FTK,666892,"$263,973.00 ",DSF: 0000023632
27,Q920,P.S. 43 - QUEENS,Fast Track Projects,EMERGENCY PROTECTIVE MEASURES - HURRICANE SANDY,Construction,In-Progress,10/31/2012,FTK,,FTK,613369,"$498,884.00 ",DSF: 0000023633
28,Q003,P.S. 303 ADDITION - QUEENS,SCA Capacity,ADDITION,Scope,Complete,2/3/2015,8/18/2015,8/18/2015,971307,895061,"$869,506.00 ",DSF: 0000798208
28,Q003,P.S. 303 ADDITION - QUEENS,SCA Capacity,ADDITION,Design,In-Progress,8/19/2015,3/22/2016,,2719660,2719660,"$106,341.00 ",DSF: 0000798208
28,Q003,P.S. 303 ADDITION - QUEENS,SCA Capacity,ADDITION,Construction,PNS,PNS,PNS,PNS,43592263,43592263,"$19,937.00 ",DSF: 0000798208
28,Q003,P.S. 303 ADDITION - QUEENS,SCA Capacity,ADDITION,"CM,Art,F&E",PNS,PNS,PNS,PNS,6527184,6527184,"$88,668.00 ",DSF: 0000798208
28,Q003,P.S. 303 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Scope,Complete,8/20/2014,10/22/2014,9/5/2014,1950,6096,"$6,096.00 ",DSF: 0000799606
28,Q003,P.S. 303 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Design,Complete,9/5/2014,1/8/2015,5/4/2015,5525,24167,"$20,294.00 ",DSF: 0000799606
28,Q003,P.S. 303 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Construction,Complete,6/30/2015,3/25/2016,8/20/2015,74425,85741,"$55,959.00 ",DSF: 0000799606
28,Q003,P.S. 303 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",Complete,6/30/2015,3/25/2016,8/20/2015,14300,12679,"$5,659.00 ",DSF: 0000799606
28,Q003,P.S. 303 - QUEENS,SCA CIP,DEMOLITON FOR P.S. 303 - QUEENS,Scope,Complete,4/23/2015,4/23/2015,4/23/2015,77369,372,$372.00 ,DSF: 0000798208
28,Q003,P.S. 303 - QUEENS,SCA CIP,DEMOLITON FOR P.S. 303 - QUEENS,Design,Complete,4/24/2015,8/28/2015,11/3/2015,309476,149,$149.00 ,DSF: 0000798208
28,Q003,P.S. 303 - QUEENS,SCA CIP,DEMOLITON FOR P.S. 303 - QUEENS,Construction,PNS,PNS,PNS,PNS,5802676,5802676,"$17,582.00 ",DSF: 0000798208
28,Q003,P.S. 303 - QUEENS,SCA CIP,DEMOLITON FOR P.S. 303 - QUEENS,"CM, F&E",PNS,PNS,PNS,PNS,361055,361055,"$36,689.00 ",DSF: 0000798208
28,Q003,THE ACADEMY FOR EXCELLENCE THR,DIIT - RESOA,FY15 RESO A TECHNOLOGY,Purch & Install,Complete,8/13/2015,9/4/2015,12/17/2015,150000,148415,"$148,415.00 ",DSF: 0000800752
28,Q008,J.H.S. 8 - QUEENS,SCA CIP,RENEWAL SBHC,Scope,Complete,10/14/2015,1/19/2016,11/6/2015,32250,0,$0.00 ,DSF: 0000823629
28,Q008,J.H.S. 8 - QUEENS,SCA CIP,RENEWAL SBHC,Design,In-Progress,11/6/2015,4/12/2016,,129000,129000,$0.00 ,DSF: 0000823629
28,Q008,J.H.S. 8 - QUEENS,SCA CIP,RENEWAL SBHC,Construction,PNS,PNS,PNS,PNS,2418750,2418750,$281.00 ,DSF: 0000823629
28,Q008,J.H.S. 8 - QUEENS,SCA CIP,RENEWAL SBHC,"CM, F&E",PNS,PNS,PNS,PNS,150500,150500,"$1,494.00 ",DSF: 0000823629
28,Q008,J.H.S. 008 RICHARD S. GROSSLEY,DIIT - RESOA,FY15 RESO A TECHNOLOGY,Purch & Install,Complete,8/13/2015,9/4/2015,10/16/2015,140000,138577,"$138,577.00 ",DSF: 0000800758
28,Q008,J.H.S. 8 - QUEENS,DOE- RESOA,FY14 RESO A LIBRARY UPGRADE,Construction,In-Progress,7/29/2015,DOER,,180000,180000,"$78,469.00 ",DSF: 0000798850
28,Q008,J.H.S. 8 - QUEENS,DOE - Skilled Trades,PLANYC OIL CONVERSION PROJECT,Construction,Complete,6/5/2013,5/21/2015,5/21/2015,DOES,56809,"$56,809.00 ",DSF: 0000776201
28,Q030,P.S. 30 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Scope,Complete,7/28/2014,9/26/2014,8/28/2014,2820,6072,"$6,072.00 ",DSF: 0000799703
28,Q030,P.S. 30 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Design,Complete,8/28/2014,12/31/2014,5/4/2015,7990,24000,"$20,667.00 ",DSF: 0000799703
28,Q030,P.S. 30 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Construction,Complete,6/30/2015,3/25/2016,8/20/2015,107630,116477,"$83,193.00 ",DSF: 0000799703
28,Q030,P.S. 30 - QUEENS,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",Complete,6/30/2015,3/25/2016,8/20/2015,20680,14199,"$4,047.00 ",DSF: 0000799703
28,Q030,P.S. 354 - QUEENS,SCA CIP,DEFECTIVE PARAPET WALL/ROOFS/EXT MASONRY,Scope,Complete,5/29/2014,10/14/2014,7/30/2014,71715,28953,"$26,331.00 ","DSF: 0000799997, 0000811385, 0000821679"
28,Q030,P.S. 354 - QUEENS,SCA CIP,DEFECTIVE PARAPET WALL/ROOFS/EXT MASONRY,Design,Complete,12/22/2014,5/26/2015,5/18/2015,274399,45076,"$31,376.00 ","DSF: 0000799997, 0000811385, 0000821679"
28,Q030,P.S. 354 - QUEENS,SCA CIP,DEFECTIVE PARAPET WALL/ROOFS/EXT MASONRY,Construction,PNS,PNS,PNS,PNS,4985241,4985241,"$38,787.00 ","DSF: 0000799997, 0000811385, 0000821679"
28,Q030,P.S. 354 - QUEENS,SCA CIP,DEFECTIVE PARAPET WALL/ROOFS/EXT MASONRY,"CM, F&E",PNS,PNS,PNS,PNS,363143,363143,"$6,682.00 ","DSF: 0000799997, 0000811385, 0000821679"
28,Q030,P.S. 354 - QUEENS,SCA CIP,TCU REMOVAL AND PLAYGROUND REDVELOPMENT,Scope,Complete,10/9/2014,1/13/2015,2/13/2015,26932,30167,"$30,167.00 ",DSF: 0000800310
28,Q030,P.S. 354 - QUEENS,SCA CIP,TCU REMOVAL AND PLAYGROUND REDVELOPMENT,Design,Complete,2/13/2015,6/30/2015,6/30/2015,76306,67026,"$61,589.00 ",DSF: 0000800310
28,Q030,P.S. 354 - QUEENS,SCA CIP,TCU REMOVAL AND PLAYGROUND REDVELOPMENT,Construction,PNS,PNS,PNS,PNS,1027886,1027886,"$6,426.00 ",DSF: 0000800310
28,Q030,P.S. 354 - QUEENS,SCA CIP,TCU REMOVAL AND PLAYGROUND REDVELOPMENT,"CM, F&E",PNS,PNS,PNS,PNS,197498,197498,"$3,624.00 ",DSF: 0000800310
28,Q030,P.S. 354 - QUEENS,SCA CIP,WATER INFILTRATION,Scope,Complete,10/31/2014,3/23/2015,2/20/2015,24397,43207,"$32,137.00 ",DSF: 0000788068
28,Q030,P.S. 354 - QUEENS,SCA CIP,WATER INFILTRATION,Design,Complete,4/16/2015,9/16/2015,10/19/2015,97588,87125,"$45,760.00 ",DSF: 0000788068
28,Q030,P.S. 354 - QUEENS,SCA CIP,WATER INFILTRATION,Construction,PNS,PNS,PNS,PNS,1829782,1829782,"$2,176.00 ",DSF: 0000788068
28,Q030,P.S. 354 - QUEENS,SCA CIP,WATER INFILTRATION,"CM, F&E",PNS,PNS,PNS,PNS,113853,113853,"$1,839.00 ",DSF: 0000788068
28,Q030,P.S. 354 - QUEENS,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,21476,$0.00 ,DSF: 0000777165
28,Q030,P.S. 30 - QUEENS,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,21476,$0.00 ,DSF: 0000777139
28,Q040,P.S. 40 - QUEENS,SCA CIP,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,Scope,Complete,9/10/2014,12/11/2014,11/25/2014,22890,46771,"$27,181.00 ",DSF: 0000800317
21,K100,P.S. 100 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Design,Complete,11/5/2014,3/11/2015,5/12/2015,2380,15619,"$8,740.00 ",DSF: 0000799688
21,K100,P.S. 100 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Construction,In-Progress,8/10/2015,2/5/2016,,32060,42226,$346.00 ,DSF: 0000799688
21,K100,P.S. 100 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",In-Progress,8/10/2015,2/5/2016,,6160,6619,"$4,030.00 ",DSF: 0000799688
21,K100,P.S. 100 - BROOKLYN,Fast Track Projects,BOND FAILURE BTWN PLASTER COATS,Construction,In-Progress,4/17/2014,FTK,,FTK,417159,"$400,688.00 ",DSF: 0000029893
21,K100,P.S. 100 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,446510,$0.00 ,DSF: 0000776729
21,K100,P.S. 100 - BROOKLYN,DOE - Skilled Trades,PLANYC OIL CONVERSION PROJECT,Construction,Complete,8/12/2013,3/12/2015,3/12/2015,DOES,19237,"$19,237.00 ",DSF: 0000776111
21,K100,P.S. 100 - BROOKLYN,DOE - Skilled Trades,TOILETS - STUDENTS,Construction,In-Progress,12/30/2015,DOES,,DOES,140947,"$132,639.00 ",DSF: 0000802577
21,K101,P.S. 101 ADDITION - BROOKLYN,SCA Capacity,ADDITION,Scope,Complete,5/21/2015,11/19/2015,11/19/2015,1590990,810531,"$422,042.00 ",DSF: 0000798192
21,K101,P.S. 101 ADDITION - BROOKLYN,SCA Capacity,ADDITION,Design,In-Progress,11/20/2015,6/9/2016,,4454772,4454772,"$93,142.00 ",DSF: 0000798192
21,K101,P.S. 101 ADDITION - BROOKLYN,SCA Capacity,ADDITION,Construction,PNS,PNS,PNS,PNS,71403626,71403626,"$11,512.00 ",DSF: 0000798192
21,K101,P.S. 101 ADDITION - BROOKLYN,SCA Capacity,ADDITION,"CM,Art,F&E",PNS,PNS,PNS,PNS,10691452,10691452,"$47,233.00 ",DSF: 0000798192
21,K101,P.S. 101 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Scope,Complete,10/15/2014,12/17/2014,11/5/2014,1534,6136,"$6,136.00 ",DSF: 0000799540
21,K101,P.S. 101 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Design,Complete,11/5/2014,3/11/2015,5/12/2015,4345,22752,"$11,403.00 ",DSF: 0000799540
21,K101,P.S. 101 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Construction,Complete,8/6/2015,3/2/2016,12/2/2015,58532,77788,$232.00 ,DSF: 0000799540
21,K101,P.S. 101 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",Complete,8/6/2015,3/2/2016,12/2/2015,11246,8919,"$4,963.00 ",DSF: 0000799540
21,K101,P.S. 101,SCA CIP,WATER INFILTRATION/PARAPETS/ROOFS/EXT MASONRY,Scope,Complete,10/3/2011,2/22/2012,1/27/2012,202265,178815,"$172,229.00 ","DSF: 0000732197, 0000777442, 0000777443, 0000777444"
21,K101,P.S. 101,SCA CIP,WATER INFILTRATION/PARAPETS/ROOFS/EXT MASONRY,Design,Complete,8/27/2013,1/31/2014,1/30/2014,770095,472215,"$434,672.00 ","DSF: 0000732197, 0000777442, 0000777443, 0000777444"
21,K101,P.S. 101,SCA CIP,WATER INFILTRATION/PARAPETS/ROOFS/EXT MASONRY,Construction,In-Progress,2/17/2015,8/9/2016,,13939643,12614957,"$3,126,303.00 ","DSF: 0000732197, 0000777442, 0000777443, 0000777444"
21,K101,P.S. 101,SCA CIP,WATER INFILTRATION/PARAPETS/ROOFS/EXT MASONRY,"CM, F&E",In-Progress,2/17/2015,8/9/2016,,1032979,201461,"$201,461.00 ","DSF: 0000732197, 0000777442, 0000777443, 0000777444"
21,K101,P.S. 101 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,11/10/2014,6/10/2015,6/10/2015,DOEL,47801,"$47,801.00 ",DSF:
21,K101,P.S. 101 - BROOKLYN,DOE- RESOA,FY 15 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,4/21/2015,DOER,,60000,60000,"$46,787.00 ",DSF: 0000821688
21,K121,P.S. 121 - BROOKLYN,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYSTEMS,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIX,164632,$0.00 ,DSF: 0000776314
21,K121,P.S. 121 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,5/1/2015,5/20/2015,5/20/2015,DOEL,40221,"$40,221.00 ",DSF:
21,K121,P.S. 121 - BROOKLYN,DOE- RESOA,FY15 RESO A ELECTRICAL SYSTEMS,Construction,In-Progress,4/29/2015,DOER,,100000,100000,"$21,422.00 ",DSF: 0000800448
21,K128,P.S. 128 - BROOKLYN,SCA CIP,WINDOWS/EXT MASONRY,Scope,Complete,4/17/2014,9/2/2014,12/10/2014,25535,19555,"$19,555.00 ","DSF: 0000822174, 0000822175"
21,K128,P.S. 128 - BROOKLYN,SCA CIP,WINDOWS/EXT MASONRY,Design,In-Progress,6/17/2015,11/18/2015,,93269,93269,"$33,242.00 ","DSF: 0000822174, 0000822175"
21,K128,P.S. 128 - BROOKLYN,SCA CIP,WINDOWS/EXT MASONRY,Construction,PNS,PNS,PNS,PNS,1635034,1635034,$92.00 ,"DSF: 0000822174, 0000822175"
21,K128,P.S. 128 - BROOKLYN,SCA CIP,WINDOWS/EXT MASONRY,"CM, F&E",PNS,PNS,PNS,PNS,139446,139446,"$2,204.00 ","DSF: 0000822174, 0000822175"
21,K128,P.S. 128 - BROOKLYN,SCA CIP,INTERIOR FIRE ALARM SYSTEM,Scope,Complete,8/21/2014,11/21/2014,11/7/2014,24173,14646,"$14,646.00 ",DSF: 0000800301
21,K128,P.S. 128 - BROOKLYN,SCA CIP,INTERIOR FIRE ALARM SYSTEM,Design,Complete,1/23/2015,7/27/2015,7/17/2015,68490,52386,"$35,367.00 ",DSF: 0000800301
21,K128,P.S. 128 - BROOKLYN,SCA CIP,INTERIOR FIRE ALARM SYSTEM,Construction,In-Progress,11/16/2015,11/14/2016,,922603,847702,"$27,685.00 ",DSF: 0000800301
21,K128,P.S. 128 - BROOKLYN,SCA CIP,INTERIOR FIRE ALARM SYSTEM,"CM, F&E",In-Progress,11/16/2015,11/14/2016,,177269,5888,"$5,888.00 ",DSF: 0000800301
21,K128,P.S. 128 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,326430,$0.00 ,DSF: 0000776749
21,K153,P.S. 153 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,5/29/2014,7/13/2015,7/13/2015,DOEL,44035,"$44,035.00 ",DSF:
21,K153,P.S. 153 - BROOKLYN,DOE- RESOA,FY14 RESO A AUDITORIUM UPGRADE,Construction,Complete,1/29/2015,5/29/2015,5/29/2015,100000,100000,"$91,166.00 ",DSF: 0000798703
21,K153,P.S. 153 - BROOKLYN,DOE - Skilled Trades,TOILETS - STUDENTS,Construction,In-Progress,7/14/2015,DOES,,DOES,142020,"$1,714.00 ",DSF: 0000822147
21,K177,P.S. 177 - BROOKLYN,SCA CIP,WATER PENETRATION,Scope,Complete,7/12/2013,11/27/2013,1/7/2014,55500,108974,"$73,106.00 ",DSF: 0000757861
21,K177,P.S. 177 - BROOKLYN,SCA CIP,WATER PENETRATION,Design,Complete,1/8/2014,6/10/2014,5/14/2014,222000,182974,"$171,764.00 ",DSF: 0000757861
21,K177,P.S. 177 - BROOKLYN,SCA CIP,WATER PENETRATION,Construction,In-Progress,8/8/2014,2/8/2016,,4162500,3989231,"$3,525,483.00 ",DSF: 0000757861
21,K177,P.S. 177 - BROOKLYN,SCA CIP,WATER PENETRATION,"CM, F&E",In-Progress,8/8/2014,2/8/2016,,259000,487884,"$486,266.00 ",DSF: 0000757861
21,K177,P.S. 177 - BROOKLYN,DOE- RESOA,FY15 RESO A AIR CONDITIONING RETROF,Construction,PNS,PNS,PNS,PNS,95000,95000,$0.00 ,DSF: 0000800339
21,K177,P.S. 177 - BROOKLYN,DOE- RESOA,FY15 RESO A LOW-VOLTAGE ELECTRICAL,Construction,PNS,PNS,PNS,PNS,75000,75000,$0.00 ,DSF: 0000800347
21,K188,P.S. 188 - BROOKLYN,SCA CIP,UFT SBHC,Scope,Complete,5/22/2013,7/29/2013,8/29/2013,35298,49081,"$49,081.00 ",DSF: 0000775988
21,K188,P.S. 188 - BROOKLYN,SCA CIP,UFT SBHC,Design,Complete,10/23/2013,3/24/2014,6/30/2014,141193,176304,"$154,114.00 ",DSF: 0000775988
21,K188,P.S. 188 - BROOKLYN,SCA CIP,UFT SBHC,Construction,Complete,12/2/2014,12/1/2015,12/1/2015,2647364,3023751,"$1,988,509.00 ",DSF: 0000775988
21,K188,P.S. 188 - BROOKLYN,SCA CIP,UFT SBHC,"CM, F&E",Complete,12/2/2014,12/1/2015,12/1/2015,171089,200018,"$174,036.00 ",DSF: 0000775988
21,K188,P.S. 188 - BROOKLYN,SCA CIP,SANDY:INT/HEATING/ELEC/FLOOD/CLIMATE/VENT/FA,Scope,Complete,2/6/2014,7/9/2014,4/17/2014,217432,207788,"$207,762.00 ","DSF: 0000780542, 0000780543, 0000780545, 0000780550, 0000780560, 0000780563, 0000798612"
21,K188,P.S. 188 - BROOKLYN,SCA CIP,SANDY:INT/HEATING/ELEC/FLOOD/CLIMATE/VENT/FA,Design,Complete,4/18/2014,10/21/2014,8/26/2014,843884,725437,"$561,751.00 ","DSF: 0000780542, 0000780543, 0000780545, 0000780550, 0000780560, 0000780563, 0000798612"
21,K188,P.S. 188 - BROOKLYN,SCA CIP,SANDY:INT/HEATING/ELEC/FLOOD/CLIMATE/VENT/FA,Construction,In-Progress,1/12/2015,1/10/2017,,15491396,14581352,"$3,321,500.00 ","DSF: 0000780542, 0000780543, 0000780545, 0000780550, 0000780560, 0000780563, 0000798612"
21,K188,P.S. 188 - BROOKLYN,SCA CIP,SANDY:INT/HEATING/ELEC/FLOOD/CLIMATE/VENT/FA,"CM, F&E",In-Progress,1/12/2015,1/10/2017,,1073765,170608,"$169,914.00 ","DSF: 0000780542, 0000780543, 0000780545, 0000780550, 0000780560, 0000780563, 0000798612"
21,K188,P.S. 188 - BROOKLYN,Fast Track Projects,GYMNASIUM FLOORS,Construction,In-Progress,4/10/2013,FTK,,FTK,314753,"$314,753.00 ",DSF: 0000775860
31,R031,P.S. 31 - STATEN ISLAND,RCT CIP,LIGHTING REPLACEMENT,Design,Complete,7/27/2015,11/27/2015,11/25/2015,79441,1067,"$1,067.00 ",DSF: 0000815908
21,K188,P.S. 188 - BROOKLYN,Fast Track Projects,EMERGENCY PROTECTIVE MEASURES - HURRICANE SANDY,Construction,In-Progress,10/31/2012,FTK,,FTK,1907058,"$1,778,340.00 ",DSF: 0000023491
21,K188,P.S. 188 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,348452,$0.00 ,DSF: 0000776797
21,K188,P.S. 188 - BROOKLYN,DOE- RESOA,FY14 CTF RESO A- CAFETERIA HVAC,Construction,Complete,7/15/2014,11/17/2014,11/17/2014,350000,0,$0.00 ,DSF: 0000799512
21,K199,P.S. 199 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Scope,Complete,3/23/2015,3/23/2015,3/23/2015,19170,0,$0.00 ,DSF: 0000780783
21,K199,P.S. 199 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Design,Complete,3/23/2015,7/23/2015,7/30/2015,54315,0,$0.00 ,DSF: 0000780783
21,K199,P.S. 199 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Construction,In-Progress,11/23/2015,8/18/2016,,731655,656961,"$17,961.00 ",DSF: 0000780783
21,K199,P.S. 199 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",In-Progress,11/23/2015,8/18/2016,,140580,4549,"$4,549.00 ",DSF: 0000780783
21,K199,P.S. 199 - BROOKLYN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0,$0.00 ,DSF: 0000822922
21,K199,P.S. 199 - BROOKLYN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Design,PNS,PNS,PNS,PNS,12180,12180,$0.00 ,DSF: 0000822922
21,K199,P.S. 199 - BROOKLYN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,178640,178640,$0.00 ,DSF: 0000822922
21,K199,P.S. 199 - BROOKLYN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,12180,12180,$0.00 ,DSF: 0000822922
21,K199,P.S. 199 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,288004,$0.00 ,DSF: 0000776808
21,K209,P.S. 209 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,304886,$0.00 ,DSF: 0000776817
21,K209,P.S. 209 - BROOKLYN,DOE- RESOA,FY15 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,150000,150000,$0.00 ,DSF: 0000800378
21,K212,P.S. 212 - BROOKLYN,SCA CIP,EXT MASONRY - WATER PENETRATION/PARAPETS/ROOFS/WIN,Scope,Complete,2/11/2015,6/26/2015,6/3/2015,113160,67635,"$65,724.00 ","DSF: 0000804350, 0000804351, 0000804352, 0000822685"
21,K212,P.S. 212 - BROOKLYN,SCA CIP,EXT MASONRY - WATER PENETRATION/PARAPETS/ROOFS/WIN,Design,In-Progress,7/9/2015,12/10/2015,,452639,452639,"$67,698.00 ","DSF: 0000804350, 0000804351, 0000804352, 0000822685"
21,K212,P.S. 212 - BROOKLYN,SCA CIP,EXT MASONRY - WATER PENETRATION/PARAPETS/ROOFS/WIN,Construction,PNS,PNS,PNS,PNS,8486991,8486991,"$9,040.00 ","DSF: 0000804350, 0000804351, 0000804352, 0000822685"
21,K212,P.S. 212 - BROOKLYN,SCA CIP,EXT MASONRY - WATER PENETRATION/PARAPETS/ROOFS/WIN,"CM, F&E",PNS,PNS,PNS,PNS,528079,528079,"$4,090.00 ","DSF: 0000804350, 0000804351, 0000804352, 0000822685"
21,K212,P.S. 212 - BROOKLYN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,PNB,0,$0.00 ,DSF: 0000822843
21,K212,P.S. 212 - BROOKLYN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Design,PNS,PNS,PNS,PNS,PNB,0,$0.00 ,DSF: 0000822843
21,K212,P.S. 212 - BROOKLYN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,PNB,0,$0.00 ,DSF: 0000822843
21,K212,P.S. 212 - BROOKLYN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,PNB,0,$0.00 ,DSF: 0000822843
21,K212,P.S. 212 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,280442,$0.00 ,DSF: 0000776820
21,K215,P.S. 215 - BROOKLYN,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYSTEMS,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIX,164632,$0.00 ,DSF: 0000776316
21,K215,P.S. 215 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,251712,$0.00 ,DSF: 0000776823
21,K215,P.S. 215 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,11/10/2014,2/18/2015,2/18/2015,DOEL,109679,"$109,679.00 ",DSF:
21,K215,P.S. 215 - BROOKLYN,DOE- RESOA,FY15 RESO A AIR CONDITIONING RETROF,Construction,PNS,PNS,PNS,PNS,100000,100000,$0.00 ,DSF: 0000800341
21,K216,P.S. 216,SCA CIP,FLOOD ELIMINATION/EXTERIOR MASONRY/PARAPETS,Scope,Complete,9/23/2011,2/13/2012,4/3/2012,42750,66584,"$57,908.00 ","DSF: 0000714387, 0000753098, 0000753099"
21,K216,P.S. 216,SCA CIP,FLOOD ELIMINATION/EXTERIOR MASONRY/PARAPETS,Design,Complete,4/3/2012,8/31/2012,8/22/2012,128250,153911,"$146,379.00 ","DSF: 0000714387, 0000753098, 0000753099"
21,K216,P.S. 216,SCA CIP,FLOOD ELIMINATION/EXTERIOR MASONRY/PARAPETS,Construction,Complete,4/23/2014,7/16/2015,7/16/2015,1631626,1606399,"$1,525,278.00 ","DSF: 0000714387, 0000753098, 0000753099"
